Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
16.54028,S,16.54028,0.3261716,0.1045843,0.4202179,0.01502046,0,51.37632,5.814031,0.207425,78.9598,101.6257,4.401152,-35.6944770722651,-35.68084,-0.9865852,364.678430285804,351.4695,85.52421,74.63651,76.32383,9307.478,1368.36
16.55028,S,16.55028,0.325866,0.1048969,0.4202466,0.01506491,0,51.37632,5.802554,0.2076137,78.9598,101.6257,4.401152,-35.6872460627997,-35.67363,-0.9857252,364.332031372697,351.1128,85.51435,74.62336,76.31197,9310.988,1369.215
16.56028,S,16.56028,0.3255604,0.1052077,0.4202754,0.01510989,0,51.37632,5.791089,0.2078076,78.9598,101.6257,4.401152,-35.6800151594091,-35.66642,-0.9848686,363.985654663029,350.7561,85.5045,74.61018,76.30009,9314.496,1370.071
16.57028,S,16.57028,0.3252548,0.1055211,0.4203042,0.01515461,0,51.37632,5.779637,0.207996,78.9598,101.6257,4.401152,-35.6727941815676,-35.65922,-0.984009,363.639396578687,350.3995,85.49466,74.59698,76.2882,9318,1370.926
16.58028,S,16.58028,0.3249494,0.1058381,0.420333,0.01519969,0,51.37632,5.768205,0.2081876,78.9598,101.6257,4.401152,-35.6655833086419,-35.65203,-0.9831529,363.293259205466,350.043,85.48483,74.58376,76.27628,9321.5,1371.78
16.59028,S,16.59028,0.324644,0.1061497,0.4203618,0.01524531,0,51.37632,5.756789,0.2083846,78.9598,101.6257,4.401152,-35.6583825459709,-35.64485,-0.9823005,362.947240549376,349.6866,85.47501,74.5705,76.26434,9324.997,1372.635
16.60028,S,16.60028,0.3243387,0.1064691,0.4203907,0.01529013,0,51.37632,5.745389,0.2085688,78.9598,101.6257,4.401152,-35.6511915988115,-35.63768,-0.9814411,362.601244314747,349.3302,85.4652,74.55723,76.25237,9328.49,1373.49
16.61028,S,16.61028,0.3240334,0.10679,0.4204195,0.01533609,0,51.37632,5.734007,0.2087666,78.9598,101.6257,4.401152,-35.6440109270008,-35.63052,-0.9805914,362.255366898876,348.9739,85.4554,74.54394,76.24039,9331.979,1374.345
16.62029,S,16.62029,0.3237282,0.1071068,0.4204484,0.01538225,0,51.37632,5.722636,0.2089652,78.9598,101.6257,4.401152,-35.6368402743483,-35.62337,-0.9797421,361.909608346459,348.6177,85.4456,74.53062,76.22839,9335.466,1375.199
16.63029,S,16.63029,0.3234231,0.1074292,0.4204773,0.01542784,0,51.37632,5.711285,0.209154,78.9598,101.6257,4.401152,-35.629689483225,-35.61624,-0.9788876,361.563870331016,348.2615,85.43581,74.51728,76.21636,9338.948,1376.053
16.64029,S,16.64029,0.323118,0.1077501,0.4205062,0.01547422,0,51.37632,5.699947,0.2093517,78.9598,101.6257,4.401152,-35.6225388744885,-35.60911,-0.9780393,361.218255382537,347.9054,85.42603,74.50391,76.20431,9342.428,1376.908
16.65029,S,16.65029,0.3228131,0.1080714,0.4205352,0.01552039,0,51.37632,5.688626,0.2095446,78.9598,101.6257,4.401152,-35.6153982217981,-35.60199,-0.9771891,360.872757394884,347.5494,85.41626,74.49052,76.19224,9345.903,1377.762
16.66029,S,16.66029,0.3225082,0.1083946,0.4205641,0.01556662,0,51.37632,5.677324,0.2097365,78.9598,101.6257,4.401152,-35.6082675856023,-35.59488,-0.9763392,360.527376408079,347.1935,85.40649,74.47712,76.18015,9349.375,1378.616
16.67029,S,16.67029,0.3222034,0.1087205,0.4205931,0.01561312,0,51.37632,5.666033,0.2099299,78.9598,101.6257,4.401152,-35.6011469768672,-35.58778,-0.97549,360.182020282117,346.8376,85.39673,74.46368,76.16803,9352.844,1379.47
16.68029,S,16.68029,0.3218986,0.1090492,0.4206222,0.01566001,0,51.37632,5.654757,0.2101265,78.9598,101.6257,4.401152,-35.5940264568287,-35.58068,-0.9746436,359.836787435173,346.4818,85.38699,74.45023,76.15589,9356.309,1380.324
16.69029,S,16.69029,0.3215939,0.1093745,0.4206512,0.0157073,0,51.37632,5.643504,0.2103269,78.9598,101.6257,4.401152,-35.5869260561606,-35.5736,-0.9738014,359.491671740611,346.1261,85.37726,74.43674,76.14373,9359.77,1381.178
16.70029,S,16.70029,0.3212893,0.109707,0.4206802,0.0157541,0,51.37632,5.632262,0.2105184,78.9598,101.6257,4.401152,-35.5798355240944,-35.56653,-0.9729541,359.146579026251,345.7704,85.36753,74.42324,76.13155,9363.228,1382.032
16.71029,S,16.71029,0.3209847,0.1100347,0.4207093,0.01580193,0,51.37632,5.621034,0.2107219,78.9598,101.6257,4.401152,-35.5727552052574,-35.55947,-0.9721143,358.801605626801,345.4148,85.35781,74.40971,76.11934,9366.682,1382.885
16.72029,S,16.72029,0.3206802,0.1103657,0.4207384,0.01584907,0,51.37632,5.609826,0.2109143,78.9598,101.6257,4.401152,-35.5656847442413,-35.55242,-0.971269,358.456751588513,345.0593,85.3481,74.39616,76.10711,9370.132,1383.739
16.73029,S,16.73029,0.3203758,0.1106962,0.4207675,0.01589671,0,51.37632,5.598633,0.2111111,78.9598,101.6257,4.401152,-35.558624386988,-35.54538,-0.9704272,358.111918633772,344.7038,85.33839,74.38258,76.09486,9373.579,1384.592
16.74029,S,16.74029,0.3200715,0.1110314,0.4207966,0.01594426,0,51.37632,5.587453,0.2113048,78.9598,101.6257,4.401152,-35.5515739915099,-35.53835,-0.9695837,357.767207212648,344.3484,85.32869,74.36899,76.08258,9377.022,1385.446
16.75029,S,16.75029,0.3197672,0.111362,0.4208258,0.01599248,0,51.37632,5.576293,0.2115057,78.9598,101.6257,4.401152,-35.5445337650554,-35.53133,-0.9687461,357.422615305534,343.9931,85.319,74.35536,76.07029,9380.462,1386.299
16.76029,S,16.76029,0.319463,0.1117016,0.420855,0.01604004,0,51.37632,5.565145,0.2116955,78.9598,101.6257,4.401152,-35.5374933678579,-35.52431,-0.9679018,357.078046723259,343.6378,85.30932,74.34171,76.05797,9383.898,1387.152
16.77029,S,16.77029,0.3191588,0.1120355,0.4208841,0.01608889,0,51.37632,5.554014,0.2119006,78.9598,101.6257,4.401152,-35.530473252864,-35.51731,-0.9670677,356.733595686906,343.2826,85.29964,74.32804,76.04563,9387.331,1388.005
16.78029,S,16.78029,0.3188547,0.1123755,0.4209133,0.01613693,0,51.37632,5.542898,0.212093,78.9598,101.6257,4.401152,-35.5234529455179,-35.51031,-0.9662261,356.389268469544,342.9275,85.28998,74.31435,76.03326,9390.761,1388.858
16.79029,S,16.79029,0.3185507,0.1127166,0.4209426,0.01618585,0,51.37632,5.531799,0.2122948,78.9598,101.6257,4.401152,-35.5164528492872,-35.50333,-0.9653921,356.044964755523,342.5724,85.28033,74.30062,76.02087,9394.187,1389.711
16.80029,S,16.80029,0.3182468,0.1130602,0.4209718,0.01623492,0,51.37632,5.520711,0.2124966,78.9598,101.6257,4.401152,-35.5094527538672,-35.49635,-0.9645577,355.700780821818,342.2174,85.27068,74.28688,76.00846,9397.608,1390.564
16.81029,S,16.81029,0.3179429,0.1134022,0.4210011,0.01628435,0,51.37632,5.50964,0.2127012,78.9598,101.6257,4.401152,-35.5024627316084,-35.48938,-0.9637257,355.356716716154,341.8625,85.26105,74.27311,75.99603,9401.027,1391.416
16.82029,S,16.82029,0.3176391,0.113747,0.4210304,0.01633356,0,51.37632,5.498589,0.2129009,78.9598,101.6257,4.401152,-35.4954926729257,-35.48243,-0.9628922,355.012772486401,341.5077,85.25142,74.25932,75.98357,9404.442,1392.269
16.83029,S,16.83029,0.3173354,0.114093,0.4210598,0.01638315,0,51.37632,5.487557,0.2131036,78.9598,101.6257,4.401152,-35.4885327090249,-35.47549,-0.9620619,354.668851991445,341.1529,85.2418,74.2455,75.97109,9407.854,1393.121
16.84029,S,16.84029,0.3170317,0.1144443,0.4210891,0.01643293,0,51.37632,5.47653,0.2133064,78.9598,101.6257,4.401152,-35.481572729642,-35.46855,-0.9612306,354.325053570075,340.7982,85.23219,74.23167,75.9586,9411.262,1393.974
16.85029,S,16.85029,0.3167281,0.1147905,0.4211185,0.01648347,0,51.37632,5.465526,0.2135175,78.9598,101.6257,4.401152,-35.4746229423417,-35.46162,-0.9604061,353.981373096609,340.4436,85.22259,74.2178,75.94607,9414.666,1394.826
16.86029,S,16.86029,0.3164246,0.1151409,0.4211478,0.01653327,0,51.37632,5.454535,0.2137168,78.9598,101.6257,4.401152,-35.4676829815356,-35.4547,-0.9595749,353.637812705694,340.0891,85.21299,74.20391,75.93353,9418.067,1395.678
16.87029,S,16.87029,0.3161213,0.1154942,0.4211772,0.01658368,0,51.37632,5.443563,0.2139218,78.9598,101.6257,4.401152,-35.4607631521729,-35.4478,-0.9587484,353.294276284072,339.7346,85.2034,74.19,75.92094,9421.465,1396.53
16.88029,S,16.88029,0.3158179,0.1158437,0.4212067,0.01663451,0,51.37632,5.432603,0.2141303,78.9598,101.6257,4.401152,-35.4538434018953,-35.4409,-0.9579244,352.950860056196,339.3802,85.19382,74.17606,75.90836,9424.858,1397.382
16.89029,S,16.89029,0.3155146,0.116203,0.4212361,0.01668479,0,51.37632,5.421663,0.2143296,78.9598,101.6257,4.401152,-35.4469335406226,-35.43401,-0.957096,352.607470019952,339.0258,85.18425,74.1621,75.89573,9428.249,1398.234
16.90029,S,16.90029,0.3152113,0.1165586,0.4212656,0.01673647,0,51.37632,5.410732,0.2145448,78.9598,101.6257,4.401152,-35.4400339490723,-35.42713,-0.9562773,352.264200293116,338.6715,85.17469,74.14811,75.88309,9431.636,1399.086
16.91029,S,16.91029,0.3149081,0.1169132,0.4212951,0.01678763,0,51.37632,5.399817,0.2147512,78.9598,101.6257,4.401152,-35.4331342339942,-35.42025,-0.9554536,351.921050925095,338.3173,85.16514,74.13409,75.87041,9435.019,1399.938
16.92029,S,16.92029,0.3146051,0.11727,0.4213246,0.01683865,0,51.37632,5.38892,0.2149539,78.9598,101.6257,4.401152,-35.426254504274,-35.41339,-0.9546292,351.57801986286,337.9632,85.15559,74.12006,75.85773,9438.398,1400.789
16.93029,S,16.93029,0.3143021,0.11763,0.4213541,0.01688998,0,51.37632,5.378044,0.2151584,78.9598,101.6257,4.401152,-35.4193948353863,-35.40655,-0.9538069,351.235015238889,337.6091,85.14605,74.106,75.84502,9441.774,1401.641
16.94029,S,16.94029,0.3139991,0.1179947,0.4213837,0.01694177,0,51.37632,5.367176,0.2153666,78.9598,101.6257,4.401152,-35.4125252435007,-35.3997,-0.9529869,350.892131136794,337.2551,85.13652,74.09191,75.83228,9445.146,1402.492
16.95029,S,16.95029,0.3136962,0.1183561,0.4214133,0.01699423,0,51.37632,5.356323,0.2155813,78.9598,101.6257,4.401152,-35.4056757767999,-35.39287,-0.9521714,350.549367606662,336.9012,85.127,74.0778,75.81952,9448.516,1403.344
16.96029,S,16.96029,0.3133935,0.1187181,0.4214429,0.01704622,0,51.37632,5.34549,0.215788,78.9598,101.6257,4.401152,-35.3988362210005,-35.38605,-0.9513523,350.206726808724,336.5474,85.11749,74.06366,75.80673,9451.881,1404.195
16.97029,S,16.97029,0.3130908,0.1190798,0.4214725,0.0170983,0,51.37632,5.334672,0.2159938,78.9598,101.6257,4.401152,-35.3920066783746,-35.37924,-0.9505334,349.864108482633,336.1936,85.10799,74.0495,75.79392,9455.243,1405.046
16.98029,S,16.98029,0.3127881,0.119446,0.4215021,0.01715033,0,51.37632,5.375141,0.2182786,78.9598,101.6257,4.401152,-35.41622247262,-35.40324,-0.9588596,349.521297272444,335.8396,85.0984,74.03531,75.78109,9458.602,1405.897
16.99029,S,16.99029,0.3124852,0.1198146,0.4215318,0.01720301,0,51.37632,5.364391,0.2184954,78.9598,101.6257,4.401152,-35.409433351844,-35.39647,-0.9580615,349.178510769274,335.4856,85.08881,74.0211,75.76823,9461.956,1406.748
17.00029,S,17.00029,0.3121824,0.1201802,0.4215615,0.01725604,0,51.37632,5.353653,0.2187145,78.9598,101.6257,4.401152,-35.4026442768879,-35.3897,-0.9572647,348.835845116792,335.1317,85.07924,74.00686,75.75536,9465.308,1407.599
17.01029,S,17.01029,0.3118797,0.1205525,0.4215913,0.01730863,0,51.37632,5.342934,0.2189261,78.9598,101.6257,4.401152,-35.3958751214903,-35.38295,-0.9564648,348.493300366203,334.7779,85.06967,73.99259,75.74246,9468.655,1408.449
17.02029,S,17.02029,0.311577,0.120926,0.421621,0.01736218,0,51.37632,5.332229,0.2191477,78.9598,101.6257,4.401152,-35.3891061442836,-35.3762,-0.9556711,348.150780511617,334.4241,85.06011,73.9783,75.72953,9472,1409.3
17.03029,S,17.03029,0.3112744,0.1212982,0.4216508,0.01741591,0,51.37632,5.321537,0.2193693,78.9598,101.6257,4.401152,-35.3823471982769,-35.36946,-0.9548783,347.808381676083,334.0704,85.05056,73.96399,75.71658,9475.341,1410.151
17.04029,S,17.04029,0.3109719,0.1216701,0.4216806,0.01746945,0,51.37632,5.31086,0.2195863,78.9598,101.6257,4.401152,-35.375598199836,-35.36273,-0.9540833,347.466106036308,333.7168,85.04102,73.94965,75.7036,9478.678,1411.001
17.05029,S,17.05029,0.3106694,0.1220381,0.4217104,0.01752296,0,51.37632,5.300198,0.2198009,78.9598,101.6257,4.401152,-35.368859184134,-35.35601,-0.9532874,347.123949396183,333.3633,85.03149,73.93527,75.6906,9482.012,1411.851
17.0603,S,17.0603,0.3103671,0.1224198,0.4217402,0.01757589,0,51.37632,5.289556,0.2200062,78.9598,101.6257,4.401152,-35.3621300596579,-35.3493,-0.9524872,346.781822159696,333.0098,85.02197,73.92088,75.67757,9485.342,1412.702
17.0703,S,17.0703,0.3100647,0.1227977,0.4217701,0.0176308,0,51.37632,5.278921,0.220234,78.9598,101.6257,4.401152,-35.3554112977162,-35.3426,-0.9517002,346.439814041618,332.6564,85.01246,73.90646,75.66452,9488.668,1413.552
17.0803,S,17.0803,0.3097625,0.1231787,0.4218,0.01768516,0,51.37632,5.268304,0.2204527,78.9598,101.6257,4.401152,-35.3487024322614,-35.33591,-0.9509091,346.097831207087,332.303,85.00295,73.89202,75.65144,9491.991,1414.402
17.0903,S,17.0903,0.3094603,0.1235575,0.4218299,0.01773997,0,51.37632,5.257699,0.2206749,78.9598,101.6257,4.401152,-35.3419936445713,-35.32922,-0.9501205,345.755967603011,331.9497,84.99345,73.87755,75.63834,9495.311,1415.252
17.1003,S,17.1003,0.3091582,0.1239377,0.4218598,0.01779445,0,51.37632,5.247111,0.2208909,78.9598,101.6257,4.401152,-35.3353047714786,-35.32255,-0.9493286,345.414229685509,331.5965,84.98396,73.86304,75.62522,9498.627,1416.102
17.1103,S,17.1103,0.3088561,0.1243201,0.4218898,0.01784915,0,51.37632,5.236536,0.2211072,78.9598,101.6257,4.401152,-35.3286159224245,-35.31588,-0.9485372,345.072515111999,331.2433,84.97448,73.84852,75.61207,9501.939,1416.952
17.1203,S,17.1203,0.3085541,0.1247059,0.4219198,0.01790416,0,51.37632,5.225977,0.2213255,78.9598,101.6257,4.401152,-35.3219371555016,-35.30922,-0.9477486,344.730919936963,330.8902,84.965,73.83397,75.59889,9505.248,1417.801
17.1303,S,17.1303,0.3082522,0.1250921,0.4219498,0.01795965,0,51.37632,5.215434,0.2215475,78.9598,101.6257,4.401152,-35.3152784589447,-35.30258,-0.9469625,344.389448492194,330.5372,84.95553,73.8194,75.58569,9508.554,1418.651
17.1403,S,17.1403,0.3079504,0.125482,0.4219798,0.01801521,0,51.37632,5.204901,0.2217679,78.9598,101.6257,4.401152,-35.3086197514096,-35.29594,-0.9461756,344.048002722688,330.1842,84.94607,73.80479,75.57246,9511.855,1419.5
17.1503,S,17.1503,0.3076486,0.12587,0.4220098,0.01807129,0,51.37632,5.194388,0.2219928,78.9598,101.6257,4.401152,-35.3019711579016,-35.28931,-0.9453927,343.706676521469,329.8313,84.93661,73.79016,75.55921,9515.153,1420.35
17.1603,S,17.1603,0.3073469,0.1262587,0.4220399,0.0181271,0,51.37632,5.183887,0.2222121,78.9598,101.6257,4.401152,-35.2953224864463,-35.28268,-0.9446065,343.365474232388,329.4785,84.92716,73.77551,75.54594,9518.448,1421.199
17.1703,S,17.1703,0.3070453,0.1266486,0.42207,0.01818302,0,51.37632,5.173399,0.2224303,78.9598,101.6257,4.401152,-35.2886938290247,-35.27607,-0.9438207,343.024295667719,329.1257,84.91772,73.76082,75.53264,9521.739,1422.048
17.1803,S,17.1803,0.3067437,0.1270393,0.4221001,0.0182391,0,51.37632,5.162928,0.2226486,78.9598,101.6257,4.401152,-35.2820751865496,-35.26947,-0.9430352,342.683241142428,328.773,84.90829,73.74611,75.5193,9525.027,1422.897
17.1903,S,17.1903,0.3064422,0.1274284,0.4221302,0.01829529,0,51.37632,5.152471,0.2228661,78.9598,101.6257,4.401152,-35.2754565732777,-35.26287,-0.9422504,342.342306409712,328.4204,84.89886,73.73137,75.50596,9528.312,1423.746
17.2003,S,17.2003,0.3061408,0.1278228,0.4221604,0.01835127,0,51.37632,5.14203,0.2230785,78.9598,101.6257,4.401152,-35.2688578859536,-35.25629,-0.9414627,342.00139990372,328.0678,84.88944,73.7166,75.49258,9531.592,1424.595
17.2103,S,17.2103,0.3058394,0.1282183,0.4221905,0.018408,0,51.37632,5.1316,0.2232981,78.9598,101.6257,4.401152,-35.2622593426244,-35.24971,-0.94068,341.660617626055,327.7153,84.88004,73.70181,75.47917,9534.869,1425.444
17.2203,S,17.2203,0.3055381,0.1286178,0.4222207,0.01846489,0,51.37632,5.121185,0.2235173,78.9598,101.6257,4.401152,-35.2556708168497,-35.24314,-0.9398977,341.319955318903,327.3629,84.87064,73.68699,75.46574,9538.143,1426.293
17.2303,S,17.2303,0.3052369,0.1290188,0.422251,0.01852236,0,51.37632,5.110788,0.2237415,78.9598,101.6257,4.401152,-35.2490924098693,-35.23658,-0.9391196,340.979415193152,327.0106,84.86125,73.67215,75.45229,9541.413,1427.142
17.2403,S,17.2403,0.3049358,0.1294226,0.4222812,0.01858003,0,51.37632,5.100406,0.2239657,78.9598,101.6257,4.401152,-35.2425340114408,-35.23004,-0.9383417,340.638901408566,326.6583,84.85187,73.65728,75.43881,9544.68,1427.99
17.2503,S,17.2503,0.3046348,0.1298266,0.4223115,0.01863811,0,51.37632,5.090037,0.2241928,78.9598,101.6257,4.401152,-35.2359756951886,-35.2235,-0.9375665,340.298509931782,326.3061,84.84249,73.64238,75.42531,9547.942,1428.839
17.2603,S,17.2603,0.3043338,0.1302351,0.4223418,0.01869622,0,51.37632,5.079682,0.2244177,78.9598,101.6257,4.401152,-35.229417359934,-35.21696,-0.9367902,339.958144938158,325.9539,84.83312,73.62746,75.41177,9551.202,1429.687
17.2703,S,17.2703,0.3040328,0.1306424,0.4223721,0.01875499,0,51.37632,5.069338,0.2246483,78.9598,101.6257,4.401152,-35.2228691377352,-35.21043,-0.9360179,339.617902379665,325.6018,84.82376,73.61251,75.39821,9554.458,1430.535
17.2803,S,17.2803,0.3037319,0.1310514,0.4224024,0.01881357,0,51.37632,5.05901,0.2248743,78.9598,101.6257,4.401152,-35.2163408575706,-35.20392,-0.9352433,339.277782312684,325.2498,84.81441,73.59753,75.38463,9557.711,1431.384
17.2903,S,17.2903,0.3034312,0.1314638,0.4224328,0.01887241,0,51.37632,5.0487,0.2251014,78.9598,101.6257,4.401152,-35.2098126407577,-35.19741,-0.9344707,338.937688936097,324.8978,84.80506,73.58252,75.37102,9560.96,1432.232
17.3003,S,17.3003,0.3031304,0.1318767,0.4224632,0.01893173,0,51.37632,5.038402,0.2253319,78.9598,101.6257,4.401152,-35.203294491639,-35.19091,-0.9337004,338.597718179693,324.5459,84.79572,73.56749,75.35738,9564.205,1433.08
17.3103,S,17.3103,0.3028298,0.1322901,0.4224936,0.01899112,0,51.37632,5.028119,0.2255608,78.9598,101.6257,4.401152,-35.1967963323859,-35.18443,-0.9329296,338.257870100465,324.1941,84.78639,73.55243,75.34372,9567.447,1433.928
17.3203,S,17.3203,0.3025292,0.1327086,0.422524,0.01905058,0,51.37632,5.01785,0.2257883,78.9598,101.6257,4.401152,-35.1902981780214,-35.17795,-0.9321586,337.918048921021,323.8423,84.77707,73.53734,75.33002,9570.686,1434.775
17.3303,S,17.3303,0.3022287,0.1331194,0.4225545,0.01911077,0,51.37632,5.007593,0.2260221,78.9598,101.6257,4.401152,-35.1838001529801,-35.17147,-0.9313921,337.578350548783,323.4906,84.76775,73.52222,75.31631,9573.921,1435.623
17.3403,S,17.3403,0.3019283,0.1335382,0.422585,0.01916987,0,51.37632,4.997353,0.2262407,78.9598,101.6257,4.401152,-35.1773219087672,-35.16501,-0.9306172,337.238681405319,323.1389,84.75845,73.50707,75.30256,9577.152,1436.471
17.3503,S,17.3503,0.3016278,0.1339551,0.4226155,0.0192301,0,51.37632,4.987127,0.2264705,78.9598,101.6257,4.401152,-35.1708438705569,-35.15855,-0.9298497,336.899133019036,322.7873,84.74915,73.49189,75.2888,9580.38,1437.318
17.3603,S,17.3603,0.3013275,0.1343729,0.422646,0.01929007,0,51.37632,4.976915,0.2266948,78.9598,101.6257,4.401152,-35.1643857615003,-35.15211,-0.9290794,336.559707629005,322.4358,84.73986,73.47669,75.27499,9583.604,1438.166
17.3703,S,17.3703,0.3010273,0.1347975,0.4226765,0.01935016,0,51.37632,4.966712,0.2269181,78.9598,101.6257,4.401152,-35.1579276389136,-35.14567,-0.9283082,336.22031168684,322.0843,84.73058,73.46146,75.26117,9586.825,1439.013
17.3803,S,17.3803,0.3007271,0.1352216,0.4227071,0.01941123,0,51.37632,4.956531,0.2271509,78.9598,101.6257,4.401152,-35.1514797210172,-35.13924,-0.9275445,335.881038877309,321.7329,84.72131,73.4462,75.24732,9590.043,1439.86
17.3903,S,17.3903,0.300427,0.1356471,0.4227377,0.01947223,0,51.37632,4.94636,0.2273804,78.9598,101.6257,4.401152,-35.1450417622065,-35.13282,-0.926779,335.541887066116,321.3816,84.71204,73.43092,75.23344,9593.257,1440.708
17.4003,S,17.4003,0.300127,0.1360769,0.4227683,0.01953343,0,51.37632,4.936207,0.2276099,78.9598,101.6257,4.401152,-35.1386238381786,-35.12642,-0.9260147,335.202762729149,321.0303,84.70278,73.4156,75.21954,9596.467,1441.555
17.4103,S,17.4103,0.2998269,0.1365079,0.422799,0.01959524,0,51.37632,4.926065,0.2278442,78.9598,101.6257,4.401152,-35.1321960093496,-35.12001,-0.9252535,334.863761713294,320.6791,84.69353,73.40026,75.2056,9599.674,1442.402
17.4203,S,17.4203,0.2995271,0.1369403,0.4228296,0.01965724,0,51.37632,4.915935,0.2280782,78.9598,101.6257,4.401152,-35.1257781817722,-35.11361,-0.9244921,334.524884077879,320.328,84.68428,73.38489,75.19165,9602.877,1443.249
17.4303,S,17.4303,0.2992272,0.1373719,0.4228603,0.01971943,0,51.37632,4.905825,0.2283123,78.9598,101.6257,4.401152,-35.1193803993602,-35.10723,-0.9237323,334.186034134286,319.9769,84.67504,73.36949,75.17766,9606.077,1444.095
17.4403,S,17.4403,0.2989275,0.137805,0.4228911,0.0197815,0,51.37632,4.895726,0.2285425,78.9598,101.6257,4.401152,-35.1129925630056,-35.10086,-0.9229702,333.847307706347,319.6259,84.66581,73.35406,75.16364,9609.273,1444.942
17.4503,S,17.4503,0.2986278,0.138244,0.4229217,0.01984381,0,51.37632,4.88564,0.2287729,78.9598,101.6257,4.401152,-35.1066047577281,-35.09449,-0.9222089,333.508611326998,319.2749,84.65659,73.3386,75.1496,9612.466,1445.789
